2025-06-24 14:17:39,140D2,25,13000000,300,Single Conduction,50,0.10943578
2025-06-24 14:17:42,140D2,25,13000000,300,Single Conduction,50,0.109128
2025-06-24 14:17:44,140D2,25,13000000,300,Single Conduction,50,0.10912634
2025-06-24 14:17:47,140D2,25,13000000,300,Single Conduction,50,0.10913004
2025-06-24 14:17:50,140D2,25,13000000,300,Single Conduction,50,0.10910336
2025-06-24 14:17:53,140D2,25,13000000,300,Single Conduction,50,0.10911026
2025-06-24 14:17:56,140D2,25,13000000,300,Single Conduction,50,0.10913592
2025-06-24 14:17:59,140D2,25,13000000,300,Single Conduction,50,0.10914294
2025-06-24 14:18:02,140D2,25,13000000,300,Single Conduction,50,0.10913936
2025-06-24 14:18:05,140D2,25,13000000,300,Single Conduction,50,0.10915226
2025-06-24 14:18:08,140D2,25,13000000,300,Single Conduction,50,0.10913247
2025-06-24 14:18:10,140D2,25,13000000,300,Single Conduction,50,0.10916055
2025-06-24 14:18:13,140D2,25,13000000,300,Single Conduction,50,0.10916107
2025-06-24 14:18:16,140D2,25,13000000,300,Single Conduction,50,0.1091497
2025-06-24 14:18:19,140D2,25,13000000,300,Single Conduction,50,0.10915162
2025-06-24 14:18:22,140D2,25,13000000,300,Single Conduction,50,0.10916975
2025-06-24 14:18:25,140D2,25,13000000,300,Single Conduction,50,0.10916732
2025-06-24 14:18:28,140D2,25,13000000,300,Single Conduction,50,0.109164
2025-06-24 14:18:31,140D2,25,13000000,300,Single Conduction,50,0.10916017
2025-06-24 14:18:34,140D2,25,13000000,300,Single Conduction,50,0.10915366
2025-06-24 14:18:36,140D2,25,13000000,300,Single Conduction,50,0.10916847
