2025-06-24 17:10:16,140D2,25,13000000,200,Single Device,50,0.0705213
2025-06-24 17:10:19,140D2,25,13000000,200,Single Device,50,0.0705127
2025-06-24 17:10:22,140D2,25,13000000,200,Single Device,50,0.070500288
2025-06-24 17:10:25,140D2,25,13000000,200,Single Device,50,0.070489455
2025-06-24 17:10:27,140D2,25,13000000,200,Single Device,50,0.070481005
2025-06-24 17:10:30,140D2,25,13000000,200,Single Device,50,0.070478498
2025-06-24 17:10:33,140D2,25,13000000,200,Single Device,50,0.070473583
2025-06-24 17:10:36,140D2,25,13000000,200,Single Device,50,0.07046418
2025-06-24 17:10:39,140D2,25,13000000,200,Single Device,50,0.070467013
2025-06-24 17:10:42,140D2,25,13000000,200,Single Device,50,0.070462425
2025-06-24 17:10:45,140D2,25,13000000,200,Single Device,50,0.070459365
2025-06-24 17:10:48,140D2,25,13000000,200,Single Device,50,0.070449536
2025-06-24 17:10:51,140D2,25,13000000,200,Single Device,50,0.070447505
2025-06-24 17:10:54,140D2,25,13000000,200,Single Device,50,0.070444346
2025-06-24 17:10:56,140D2,25,13000000,200,Single Device,50,0.070443067
2025-06-24 17:10:59,140D2,25,13000000,200,Single Device,50,0.070440108
2025-06-24 17:11:02,140D2,25,13000000,200,Single Device,50,0.070432535
2025-06-24 17:11:05,140D2,25,13000000,200,Single Device,50,0.070427345
2025-06-24 17:11:08,140D2,25,13000000,200,Single Device,50,0.070423508
2025-06-24 17:11:11,140D2,25,13000000,200,Single Device,50,0.070422756
2025-06-24 17:11:14,140D2,25,13000000,200,Single Device,50,0.070416312
