2025-07-07 19:59:15,145D2,40,13000000,400,Single Conduction,50,0.23648381
2025-07-07 19:59:17,145D2,40,13000000,400,Single Conduction,50,0.23677908
2025-07-07 19:59:18,145D2,40,13000000,400,Single Conduction,50,0.23706422
2025-07-07 19:59:20,145D2,40,13000000,400,Single Conduction,50,0.23735381
2025-07-07 19:59:22,145D2,40,13000000,400,Single Conduction,50,0.2376476
2025-07-07 19:59:24,145D2,40,13000000,400,Single Conduction,50,0.23794311
2025-07-07 19:59:26,145D2,40,13000000,400,Single Conduction,50,0.23823876
2025-07-07 19:59:28,145D2,40,13000000,400,Single Conduction,50,0.23853291
2025-07-07 19:59:30,145D2,40,13000000,400,Single Conduction,50,0.23881756
2025-07-07 19:59:32,145D2,40,13000000,400,Single Conduction,50,0.23911555
2025-07-07 19:59:34,145D2,40,13000000,400,Single Conduction,50,0.23939946
2025-07-07 19:59:35,145D2,40,13000000,400,Single Conduction,50,0.23967942
2025-07-07 19:59:37,145D2,40,13000000,400,Single Conduction,50,0.23995839
2025-07-07 19:59:39,145D2,40,13000000,400,Single Conduction,50,0.24023476
2025-07-07 19:59:41,145D2,40,13000000,400,Single Conduction,50,0.24051101
2025-07-07 19:59:43,145D2,40,13000000,400,Single Conduction,50,0.24078578
2025-07-07 19:59:45,145D2,40,13000000,400,Single Conduction,50,0.24105549
2025-07-07 19:59:47,145D2,40,13000000,400,Single Conduction,50,0.24131349
2025-07-07 19:59:49,145D2,40,13000000,400,Single Conduction,50,0.24158184
2025-07-07 19:59:51,145D2,40,13000000,400,Single Conduction,50,0.24185574
2025-07-07 19:59:53,145D2,40,13000000,400,Single Conduction,50,0.24211656
2025-07-07 19:59:54,145D2,40,13000000,400,Single Conduction,50,0.24236996
2025-07-07 19:59:56,145D2,40,13000000,400,Single Conduction,50,0.24263115
2025-07-07 19:59:58,145D2,40,13000000,400,Single Conduction,50,0.24289234
2025-07-07 20:00:00,145D2,40,13000000,400,Single Conduction,50,0.24314006
2025-07-07 20:00:02,145D2,40,13000000,400,Single Conduction,50,0.24339964
2025-07-07 20:00:04,145D2,40,13000000,400,Single Conduction,50,0.24364762
2025-07-07 20:00:06,145D2,40,13000000,400,Single Conduction,50,0.2438888
2025-07-07 20:00:08,145D2,40,13000000,400,Single Conduction,50,0.2441385
2025-07-07 20:00:10,145D2,40,13000000,400,Single Conduction,50,0.24438882
2025-07-07 20:00:11,145D2,40,13000000,400,Single Conduction,50,0.24461518
2025-07-07 20:00:13,145D2,40,13000000,400,Single Conduction,50,0.24485722

FINAL_READINGS,99.9345018,6.6735202105036,0.24485722,12800000.0
