2025-12-03 03:11:37,GS66504B,40,6000000,400,Single Device,25,0.018672035
2025-12-03 03:11:41,GS66504B,40,6000000,400,Single Device,25,0.0186694
2025-12-03 03:11:43,GS66504B,40,6000000,400,Single Device,25,0.018667321
2025-12-03 03:11:45,GS66504B,40,6000000,400,Single Device,25,0.018663597
2025-12-03 03:11:47,GS66504B,40,6000000,400,Single Device,25,0.018666547
2025-12-03 03:11:48,GS66504B,40,6000000,400,Single Device,25,0.018664903
2025-12-03 03:11:52,GS66504B,40,6000000,400,Single Device,25,0.018660357
2025-12-03 03:11:54,GS66504B,40,6000000,400,Single Device,25,0.018659922
2025-12-03 03:11:56,GS66504B,40,6000000,400,Single Device,25,0.018657045
2025-12-03 03:11:57,GS66504B,40,6000000,400,Single Device,25,0.01865482
2025-12-03 03:11:59,GS66504B,40,6000000,400,Single Device,25,0.018654095
2025-12-03 03:12:03,GS66504B,40,6000000,400,Single Device,25,0.018653394
2025-12-03 03:12:05,GS66504B,40,6000000,400,Single Device,25,0.018653007
2025-12-03 03:12:07,GS66504B,40,6000000,400,Single Device,25,0.018652741
2025-12-03 03:12:08,GS66504B,40,6000000,400,Single Device,25,0.018653394
2025-12-03 03:12:10,GS66504B,40,6000000,400,Single Device,25,0.01865349
2025-12-03 03:12:14,GS66504B,40,6000000,400,Single Device,25,0.018652813
2025-12-03 03:12:16,GS66504B,40,6000000,400,Single Device,25,0.018650541
2025-12-03 03:12:18,GS66504B,40,6000000,400,Single Device,25,0.01864834
2025-12-03 03:12:20,GS66504B,40,6000000,400,Single Device,25,0.018648679
2025-12-03 03:12:22,GS66504B,40,6000000,400,Single Device,25,0.018649598
2025-12-03 03:12:25,GS66504B,40,6000000,400,Single Device,25,0.018648123
2025-12-03 03:12:27,GS66504B,40,6000000,400,Single Device,25,0.018649114
2025-12-03 03:12:29,GS66504B,40,6000000,400,Single Device,25,0.018648606
2025-12-03 03:12:31,GS66504B,40,6000000,400,Single Device,25,0.018647349
2025-12-03 03:12:33,GS66504B,40,6000000,400,Single Device,25,0.018643867
2025-12-03 03:12:36,GS66504B,40,6000000,400,Single Device,25,0.018645536

FINAL_READINGS,166.728917,18.501520055267935,0.018645536,6400000.0,4.00088118294,3.2024024270318
